name,brand,price,Processor Brand,Processor Name,Processor Generation,processor clock speed,Number of Cores,SSD,drive capacity,RAM,Dedicated Graphic Memory Capacity,screen size,Screen Resolution,weight,speakers,touchscreen,microphone,webcam
"MSI Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-659IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)",MSI,57990,Intel,Core i7,10th Gen,1.8,,true,512.0,8,,14,2073600.0,1.3,True,True,True,True
"MSI Prestige 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) Prestige 14Evo A11M-624IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.29 kg)",MSI,74990,Intel,Core i5,11th Gen,4.2,,true,512.0,16,,14,2073600.0,1.29,True,True,True,True
"ASUS ASUS TUF Dash F15 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) FX516PMZ-HN186WS Gaming Laptop  (15.6 inch, Moonlight White, 2 kg, With MS Office)",ASUS,84990,Intel,Core i5,11th Gen,3.1,4.0,true,512.0,16,6 GB,15.6,2073600.0,2,True,True,True,False
"ASUS VivoBook 15 (2022) Core i3 10th Gen - (4 GB/512 GB SSD/Windows 11 Home) X515JA-EJ372WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,34990,Intel,Core i3,10th Gen,1.2,,true,512.0,4,,15.6,2073600.0,1.80,True,True,True,True
"ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Plus) X515JA-EJ701WS Gaming Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,57990,Intel,Core i7,10th Gen,1.3,,true,512.0,16,,15.6,2073600.0,1.80,True,True,True,True
"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,38990,Intel,Core i3,10th Gen,1.2,,true,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
"ASUS VivoBook 15 (2022) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Plus) X515JA-EJ701WS Gaming Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,57990,Intel,Core i7,10th Gen,1.3,,true,512.0,16,,15.6,2073600.0,1.80,True,True,True,True
"ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ362WS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,38990,Intel,Core i3,10th Gen,1.2,,true,512.0,8,,15.6,2073600.0,1.80,True,True,True,True
"DELL Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10) 3400 Laptop  (15 inch, Dune, With MS Office)",DELL,58990,Intel,Core i5,11th Gen,,,false,1000.0,8,,15,2073600.0,,False,True,False,False
"Lenovo Legion 5 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA� GEFORCE� GTX 1650 (4GB GDDR6)/60 Hz) 15ACH6 Gaming Laptop  (15.6 inch, Phantom BLUE, 2.4 kg)",Lenovo,75099,AMD,Ryzen 5 Hexa Core,,3.3,6.0,true,512.0,8,4 GB,15.6,2073600.0,2.4,True,True,True,True
"HP Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15s-du3564TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",HP,42990,Intel,Core i3,11th Gen,2.1,,true,512.0,8,,15.6,1049088.0,1.75,True,True,True,True
"ASUS Vivobook 15 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515EA-BR391TS Laptop  (15.6 inch, Slate Grey, 1.8 kg, With MS Office)",ASUS,35990,Intel,Core i3,11th Gen,3.0,2.0,false,1000.0,8,,15.6,1049088.0,1.8,True,True,True,True
"DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) 3511 Laptop  (15.6 inch, Mist Blue Speckle, With MS Office)",DELL,49500,Intel,Core i3,11th Gen,,,true,256.0,8,,15.6,2073600.0,,False,True,True,True
"ASUS Vivobook 14 Ryzen 3 Dual Core AMD Ryzen 3 3250U - (8 GB/256 GB SSD/Windows 10 Home) M415DA-EK322TS Thin and Light Laptop  (14.1 inch, Transparent Silver, 1.5 kg, With MS Office)",ASUS,33990,AMD,Ryzen 3 Dual Core,,2.6,2.0,true,256.0,8,,14.1,2073600.0,1.5,True,True,True,True
"ASUS ROG Zephyrus G14 Ryzen 9 Octa Core AMD Ryzen� 9 5900HS Processor 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX3050Ti/120 Hz) GA401QEC-K2128TS Gaming Laptop  (14 inch, Gray, 1.7 kg, With MS Office)",ASUS,139990,AMD,Ryzen 9 Octa Core,5th Gen,3.1,8.0,true,1000.0,16,4 GB,14,3686400.0,1.7,True,True,True,True
"DELL 3000 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 11 Home) 3511 Laptop  (15.6 inch, Platinum Silver, With MS Office)",DELL,39997,Intel,Core i3,11th Gen,,,false,1000.0,8,,15.6,2073600.0,,False,True,False,False
"acer Intel EVO Swift 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) SF314-511 Thin and Light Laptop  (14 inch, Pure Silver, 1.2 kg, With MS Office)",acer,59990,Intel,Core i5,11th Gen,2.40,4.0,true,512.0,8,,14,2073600.0,1.2,True,True,True,True
"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 14-ec0037AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",HP,59999,AMD,Ryzen 5 Hexa Core,,4.5,6.0,true,512.0,16,,14,2073600.0,1.41,True,True,False,True
"Lenovo Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) 20S0S1MC00 Business Laptop  (12 inch, Black)",Lenovo,170000,Intel,Core i7,10th Gen,,,true,512.0,16,2 GB,12,2073600.0,,False,True,False,False
"HP Pavilion Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15-eg0547TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.75 kg, With MS Office)",HP,62990,Intel,Core i5,11th Gen,4.20,4.0,true,512.0,8,,15.6,2073600.0,1.75,True,True,True,True
"HP Ryzen 7 Octa Core 5700U - (8 GB/512 GB SSD/Windows 10 Home) 14s-fq1083AU Thin and Light Laptop  (14 inch, Natural Silver, 1.46 kg, With MS Office)",HP,55490,AMD,Ryzen 7 Octa Core,,1.8,,true,512.0,8,,14,2073600.0,1.46,True,True,True,True
"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GA401IHR-K2067TS Gaming Laptop  (14 inch, White, 1.6 Kg, With MS Office)",ASUS,81399,AMD,Ryzen 7 Octa Core,4th Gen,2.9,8.0,true,1000.0,8,4 GB,14,3686400.0,1.6,True,True,True,False
"Lenovo Legion 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 15ACH6H Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 kg, With MS Office)",Lenovo,137990,AMD,Ryzen 7 Octa Core,,3.2,8.0,true,1000.0,16,6 GB,15.6,2073600.0,2.4,True,True,True,True
"Lenovo Yoga 6 Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 11 Home) 13ALC6 2 in 1 Laptop  (13.3 inch, Abyss Blue, 1.32 kg, With MS Office)",Lenovo,77990,AMD,Ryzen 7 Octa Core,,1.8,,true,512.0,16,,13.3,2073600.0,1.32,True,True,True,True
"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core Ryzen 7-4800HS 4th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) GA401IHR-HZ070TS Gaming Laptop  (14 inch, Grey, 1.6 Kg, With MS Office)",ASUS,76990,AMD,Ryzen 7 Octa Core,4th Gen,2.9,8.0,true,1000.0,8,4 GB,14,2138400.0,1.6,True,True,True,False
"ASUS ROG Zephyrus 14 Ryzen 7 Octa Core AMD Ryzen� 7 5800H 5th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) GA401QH-HZ077TS Gaming Laptop  (14 inch, White, 1.6 kg, With MS Office)",ASUS,86990,AMD,Ryzen 7 Octa Core,5th Gen,3.0,8.0,true,1000.0,8,4 GB,14,2073600.0,1.6,True,True,True,False
"Lenovo IdeaPad 3 Celeron Dual Core - (4 GB/256 GB SSD/Windows 10 Home) 14IGL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 Kg)",Lenovo,30699,Intel,Celeron Dual Core,,2.8,2.0,true,256.0,4,,14,1049088.0,1.5,True,True,True,True
"Lenovo Celeron Dual Core - (4 GB/1 TB HDD/DOS) V15-IGL Laptop  (15.6 inch, Grey, 1.85 kg)",Lenovo,29999,Intel,Celeron Dual Core,,,,false,1000.0,4,,15.6,2073600.0,1.85,False,True,False,False
"MSI Pulse GL66 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA GeForce RTX 3070) Pulse GL66 11UGK-431IN Gaming Laptop  (15.6 Inch, Gray, 2.25 kg)",MSI,119990,Intel,Core i7,11th Gen,4.6,,true,1000.0,16,8 GB,15.6,3686400.0,2.25,True,True,True,True
"DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)",DELL,40990,Intel,Core i3,10th Gen,1.2,2.0,false,1000.0,8,,15.6,2073600.0,1.85,True,True,True,True
"MSI Katana GF66 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti) Katana GF66 11UD-876IN Gaming Laptop  (15.6 Inch, Black, 2.25 kg)",MSI,72990,Intel,Core i5,11th Gen,4.5,,true,512.0,16,4 GB,15.6,2073600.0,2.25,True,True,True,True
"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) Yoga 6 Thin and Light Laptop  (13.3 inch, Abyss_blue, 1.31 kg, With MS Office)",Lenovo,74798,AMD,Ryzen 5 Hexa Core,,2.10,4.0,true,512.0,16,,13.3,2073600.0,1.31,True,True,True,True
"Lenovo V15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 G2 ITL Thin and Light Laptop  (15.6 inch, Iron Grey)",Lenovo,43990,Intel,Core i3,11th Gen,3.0,,true,256.0,4,,15.6,2073600.0,,True,True,False,True
"Lenovo Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6) 81Y40183IN Gaming Laptop  (15.6 inch, Onyx Black)",Lenovo,62990,Intel,Core i5,10th Gen,,,false,1000.0,8,4 GB,15.6,2073600.0,,False,True,False,False
"ASUS ROG Strix G15 Ryzen 7 Octa Core 4800H - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) G513IH-HN081T Gaming Laptop  (15.6 inch, Electro Punk, 2.10 kg)",ASUS,75990,AMD,Ryzen 7 Octa Core,,2.9,8.0,true,512.0,8,4 GB,15.6,2073600.0,2.10,True,True,True,False
"acer Nitro 5 Ryzen 7 Octa Core 5800H - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti) AN515-45/ AN515-45-R3FB Gaming Laptop  (15.6 inch, Shale Black, 2.4 kg)",acer,80990,AMD,Ryzen 7 Octa Core,,3.2,,true,256.0,16,4 GB,15.6,2073600.0,2.4,True,True,True,True
"HP Spectre x360 14 Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) 14-ea0541TU 2 in 1 Laptop  (13.5 inch, Nightfall Black, 1.34 Kg)",HP,128990,Intel,Core i7,11th Gen,4.7,4.0,true,1000.0,16,,13.5,2457600.0,1.34,True,True,True,True
"HP Pavilion x360 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14-dy0002TU Thin and Light Laptop  (14 inch, Natural Silver, 1.52 kg, With MS Office)",HP,59990,Intel,Core i3,11th Gen,2.1,,true,512.0,8,,14,2073600.0,1.52,True,True,True,True
"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 14-ec0033AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)",HP,59890,AMD,Ryzen 5 Hexa Core,,4.0,,true,512.0,16,,14,2073600.0,1.41,True,True,True,True
"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15IIL05 Laptop  (15.6 inch, Platinum Grey, 1.85 kg, With MS Office)",Lenovo,43900,Intel,Core i3,10th Gen,1.2,,true,256.0,8,,15.6,1049088.0,1.85,True,True,True,True
"ASUS Ryzen 7 Octa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX GTX1650- 4GB) G513IH-HN081T Gaming Laptop  (15.6 inch, Electro Punk)",ASUS,74990,AMD,Ryzen 7 Octa Core,4th Gen,,,true,512.0,8,4 GB,15.6,777600.0,,False,True,False,False
"acer Extensa 15 Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) EX215-54 Thin and Light Laptop  (15.6 inch, Charcoal Black)",acer,37490,Intel,Core i3,11th Gen,3.00,,true,256.0,4,,15.6,2073600.0,,True,True,True,True
"Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WD010TIN Laptop  (12 inch, Blue, With MS Office)",Lenovo,38700,Intel,Core i3,10th Gen,,,true,256.0,4,,12,2073600.0,,False,True,False,False
"acer Aspire Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10 Home) A315-23 Laptop  (15.6 inch, Pure Silver, 1.9 kg)",acer,31990,AMD,Athlon Dual Core,,2.30,,true,256.0,4,,15.6,1049088.0,1.9,True,True,True,True
"Lenovo Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 81WB010XIN Laptop  (15.6 inch, Platinum Grey, With MS Office)",Lenovo,40990,Intel,Core i3,10th Gen,,,true,256.0,4,,15.6,2073600.0,,False,True,False,False
"DELL Inspiron Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Accent Black, 1.85 kg, With MS Office)",DELL,42590,Intel,Core i3,10th Gen,1.2,2.0,true,256.0,8,,15.6,2073600.0,1.85,True,True,True,True
"DELL Insprion 3511 Core i3 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) D560567WIN9B Laptop  (15.6 inch, Carbon Black, With MS Office)",DELL,42900,Intel,Core i3,11th Gen,,,false,1000.0,8,,15.6,2073600.0,,False,True,False,True
"Lenovo IdeaPad 3 Chromebook Celeron Dual Core 4th Gen - (4 GB/64 GB EMMC Storage/Chrome OS) 14IGL05 Chromebook  (14 inch, Platinum Grey, 1.4 kg)",Lenovo,24990,Intel,Celeron Dual Core,4th Gen,2.8,,false,,4,,14,2073600.0,1.4,True,True,True,True
"DELL G15 Ryzen 5 Hexa Core 5600H - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop  (15.6 Inch, Phantom Grey, 2.4 kg, With MS Office)",DELL,83990,AMD,Ryzen 5 Hexa Core,,3.3,,true,512.0,8,4 GB,15.6,2073600.0,2.4,True,True,True,True
"HP OMEN Ryzen 9 Octa Core 5900H - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/AMD Radeon RX 6600M) 16-C0141AX Gaming Laptop  (16.1 inch, Mica Silver, 2.23 kg, With MS Office)",HP,138990,AMD,Ryzen 9 Octa Core,,3.3,,true,1000.0,16,8 GB,16.1,3686400.0,2.23,True,True,True,True
"ASUS Vivobook 15 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/2 GB Graphics) X515EP-BQ512TS Thin and Light Laptop  (15.6 inch, Transparent Silver, With MS Office)",ASUS,56449,Intel,Core i5,11th Gen,2.4,,true,256.0,8,2 GB,15.6,2073600.0,,True,True,True,True
"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) D560587WIN9S Laptop  (15.6 inch, Platinum Silver, With MS Office)",DELL,69500,Intel,Core i5,11th Gen,,,true,512.0,16,,15.6,2073600.0,,False,True,False,False
"DELL G15 Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10/6 GB Graphics/NVIDIA GeForce RTX 3060/120 Hz) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.4 Kg, With MS Office)",DELL,134990,Intel,Core i7,11th Gen,1.9,8.0,true,1000.0,16,6 GB,15.6,2073600.0,2.4,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10/2 GB Graphics) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)",DELL,71000,Intel,Core i5,11th Gen,2.4,4.0,true,256.0,8,2 GB,15.6,2073600.0,1.85,True,True,True,True
"Nokia PureBook S14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) NKi511TL85S Thin and Light Laptop  (14 inch, Black, 1.4 KG)",Nokia,45990,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,8,,14,2073600.0,1.4,True,True,True,True
"Nokia PureBook S14 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) NKi511TL165S Thin and Light Laptop  (14 inch, Black, 1.4 KG)",Nokia,49990,Intel,Core i5,11th Gen,2.4,4.0,true,512.0,16,,14,2073600.0,1.4,True,True,True,True
"DELL Vostro Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inch, Dune, 1.58 Kg, With MS Office)",DELL,41990,Intel,Core i3,11th Gen,1.7,2.0,true,256.0,8,,14,2073600.0,1.58,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)",DELL,82990,Intel,Core i5,11th Gen,2.5,4.0,true,512.0,8,2 GB,14,2073600.0,1.5,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10) Inspiron 5418 Thin and Light Laptop  (14 inch, Platinum Silver, 1.46 Kg, With MS Office)",DELL,71090,Intel,Core i5,11th Gen,2.5,4.0,true,512.0,16,,14,2073600.0,1.46,True,True,True,True
"DELL Inspiron Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 Kg, With MS Office)",DELL,73990,Intel,Core i5,11th Gen,2.5,4.0,true,512.0,8,,14,2073600.0,1.5,True,True,True,True
"DELL Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10) Inspiron 3511 Thin and Light Laptop  (14.96 inch, Platinum Silver, 1.85 kg, With MS Office)",DELL,41390,Intel,Core i3,10th Gen,1.2,,false,1000.0,8,,14.96,2073600.0,1.85,True,True,True,True
"DELL G15 Ryzen 5 Hexa Core 5600H - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050) G15-5515 Gaming Laptop  (15.6 Inch, Phantom Grey, 2.4 kg, With MS Office)",DELL,83490,AMD,Ryzen 5 Hexa Core,,3.3,,true,512.0,16,4 GB,15.6,2073600.0,2.4,True,True,True,True
"DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 Inch, Platinum Silver, 1.85 kg, With MS Office)",DELL,46890,Intel,Core i3,10th Gen,1.2,,true,256.0,8,,15.6,2073600.0,1.85,True,True,True,True
"DELL Athlon Dual Core 3050U - (4 GB/256 GB SSD/Windows 10) Inspiron 3505 Thin and Light Laptop  (15.6 Inch, Soft Mint, 1.83 kg, With MS Office)",DELL,38499,AMD,Athlon Dual Core,,2.3,,true,256.0,4,,15.6,1049088.0,1.83,True,True,True,True
"HP Spectre x360 13 Series Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 13-aw2003TU Thin and Light Laptop  (13.3 inch, Poseidon Blue, 1.27 kg, With MS Office)",HP,105000,Intel,Core i5,11th Gen,2.4,,true,512.0,8,,13.3,2457600.0,1.27,True,True,True,True
"DELL Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)",DELL,44490,Intel,Core i3,10th Gen,1.2,2.0,true,256.0,8,,15.6,2073600.0,1.85,True,True,True,True
"DELL Inspiron Ryzen 5 Quad Core 3450U - (8 GB/256 GB SSD/Windows 10) Inspiron 3505 Notebook  (15.6 Inch, Soft Mint, 1.83 KG, With MS Office)",DELL,42490,AMD,Ryzen 5 Quad Core,,2.1,4.0,true,256.0,8,,15.6,2073600.0,1.83,True,True,True,True
"Nokia PureBook S14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) NKi510TL85S Thin and Light Laptop  (14 inch, Black, 1.4 KG)",Nokia,39990,Intel,Core i5,10th Gen,2.1,4.0,true,512.0,8,,14,1049088.0,1.4,True,True,True,True
"HP HP Envy Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) 14-eb0019TX Thin and Light Laptop  (14 inch, Natural Silver, 1.59 Kg, With MS Office)",HP,79190,Intel,Core i5,11th Gen,2.4,,true,512.0,16,4 GB,14,8294400.0,1.59,True,True,True,True
"DELL Vostro Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10) Vostro 3000 Thin and Light Laptop  (14 inch, Accent Black, 1.58 Kg, With MS Office)",DELL,61900,Intel,Core i5,11th Gen,2.4,2.0,true,512.0,8,,14,2073600.0,1.58,True,True,True,True
"DELL G15 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce RTX 3050Ti/120 Hz) G15-5511 Gaming Laptop  (15.6 inch, Dark Shadow Grey, 2.4 Kg, With MS Office)",DELL,108990,Intel,Core i7,11th Gen,1.9,8.0,true,512.0,16,4 GB,15.6,2073600.0,2.4,True,True,True,True
"DELL Vostro Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Vostro 3400 Thin and Light Laptop  (14 inch, Accent Black, 1.58 Kg, With MS Office)",DELL,49990,Intel,Core i5,11th Gen,2.4,4.0,true,256.0,8,,14,2073600.0,1.58,True,True,True,True
"DELL Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10/2 GB Graphics) Inspiron 5410 2 in 1 Laptop  (14 inch, Platinum Silver, 1.5 kg, With MS Office)",DELL,80990,Intel,Core i5,11th Gen,2.5,4.0,true,512.0,16,2 GB,14,2073600.0,1.5,True,True,True,True
"DELL Inspiron Core i3 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10) Inspiron 3511 Thin and Light Laptop  (15.6 inch, Carbon, 1.85 kg, With MS Office)",DELL,49490,Intel,Core i3,11th Gen,1.7,2.0,true,256.0,8,,15.6,2073600.0,1.85,True,True,True,True
"HP Spectre x360 14 Intel EVO Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Pro) 14-ea0542TU 2 in 1 Laptop  (13.5 inch, Nightfall Black, 1.34 Kg)",HP,115990,Intel,Core i5,11th Gen,4.2,4.0,true,512.0,16,,13.5,2457600.0,1.34,True,True,True,True
"ASUS Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X515JA-EJ502T Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg)",ASUS,44990,Intel,Core i5,10th Gen,1.0,4.0,false,1000.0,8,,15.6,2073600.0,1.80,True,True,True,True
"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) GV301QC-K6100TS 2 in 1 Gaming Laptop  (13.4 inch, Off&Black, 1.30 Kg, With MS Office)",ASUS,132990,AMD,Ryzen 9 Octa Core,,3.1,8.0,true,1000.0,16,4 GB,13.4,2304000.0,1.30,True,True,True,True
"ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core 5500U - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) KM513UA-L503TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)",ASUS,58990,AMD,Ryzen 5 Hexa Core,,2.1,,true,256.0,8,,15.6,2073600.0,1.80,True,True,True,True
"ASUS VivoBook K15 OLED (2022) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) K513EA-L302TS Thin and Light Laptop  (15.6 inch, Indie Black, 1.80 kg, With MS Office)",ASUS,46990,Intel,Core i3,11th Gen,3.0,2.0,true,256.0,8,,15.6,2073600.0,1.80,True,True,False,True
"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/120 Hz) GV301QE-K6153TS 2 in 1 Gaming Laptop  (13.4 inch, Off&Black, 1.30 Kg, With MS Office)",ASUS,142990,AMD,Ryzen 9 Octa Core,,3.1,8.0,true,1000.0,32,4 GB,13.4,2304000.0,1.30,True,True,True,True
"ASUS ROG Strix Ryzen 9 Octa Core 5900HX - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/300 Hz) G513QE-HF145T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.10 kg)",ASUS,117990,AMD,Ryzen 9 Octa Core,,3.3,8.0,true,1000.0,16,4 GB,15.6,2073600.0,2.10,True,True,True,False
"ASUS Zephyrus M16 (2021) Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX RTX 3060) GU603HM-K8073TS Gaming Laptop  (16 inch, Off Black, 1.90 kg, With MS Office)",ASUS,154990,Intel,Core i7,11th Gen,4.6,,true,1000.0,16,6 GB,16,4096000.0,1.90,True,True,True,True
"ASUS VivoBook K15 OLED (2021) Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) K513EA-L523TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 Kg, With MS Office)",ASUS,67990,Intel,Core i5,11th Gen,2.4,4.0,true,256.0,16,,15.6,2073600.0,1.80,True,True,True,True
"ASUS ROG Flow X13 Ryzen 9 Octa Core 5900HS - (32 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050 Ti/60 Hz) GV301QE-K5152TS 2 in 1 Gaming Laptop  (13.4 inch, Off&Black, 1.30 Kg, With MS Office)",ASUS,156990,AMD,Ryzen 9 Octa Core,,3.1,8.0,true,1000.0,32,4 GB,13.4,9216000.0,1.30,True,True,True,True
